session_date,n_names,intercept,r_squared,condition_number,beta_mean_continuous,beta_negative_share,beta_known_share,beta_log1p_n
2011-01-04,118,0.008670050912301431,0.08283396417023903,12.99751717406508,-0.07306265517550713,-0.38931271521203226,-0.690820659187968,0.10706401427238058
2011-01-05,134,0.00538050335324327,0.035333821367951046,9.595110587680956,-0.14892733095644564,-0.3629864393479534,0.061313231980953994,0.008625639654242961
2011-01-06,155,0.0038655314420714027,0.04323933505637134,7.334953153629833,0.0723823678856482,-0.18485133884876268,-0.17396068575874482,0.08811490967971952
2011-01-07,138,0.004923446155825543,0.03765249554954708,12.371858903096173,-0.19848945579883087,-0.011320460539974984,-0.07214494289592356,-0.0769162797731323
2011-01-10,147,0.004379426701125211,0.012409181077834841,8.216502909244975,-0.04698015355358499,-0.005075386829858043,-0.13787454296829985,-0.09762136677906028
2011-01-11,129,0.0032485563031061254,0.019389427387778935,7.092143526300009,-0.06258185140160756,0.07442336477620998,0.16882610731896533,-0.018795146894951098
2011-01-12,143,0.003930425274102294,0.06284161729846938,7.1431893502218555,-0.17945731074966673,-0.2975350647094023,0.3048849482386162,0.04800579882719698
2011-01-13,142,0.004047943697011975,0.016740262547474072,7.887809234257794,0.017978586628401395,0.056980837917393785,-0.10205882412063297,-0.12251661037656301
2011-01-14,148,0.0029846084032131496,0.012360717943951105,7.856852335179846,0.09127499245353768,0.10648145173700682,-0.0021254289556333736,-0.07907510258601086
2011-01-18,166,0.002831250943477037,0.025146470310941416,7.200795059504191,-0.05213429085205167,-0.16960426401811443,0.25938564010179715,0.022377601533992902
2011-01-19,142,0.0035952910797909837,0.0021275217521233847,7.428916873963162,-0.009136584434306363,-0.006104293698376984,0.04265603908300888,-0.048477827610969276
2011-01-20,139,0.003285500769131133,0.059445323973823516,7.240222286743498,-0.13894497495854322,0.09206193529824437,0.001222598415176858,0.13229122742667035
2011-01-21,152,0.0026253364500428192,0.014287577118849981,8.073844527947044,0.13818218830048787,0.18206800460244038,-0.08718020802352626,-0.031172265692414415
2011-01-24,134,0.004910378293786218,0.043197451337003145,7.712797478240866,-0.1266462832487872,-0.37285143534689336,0.07277826783834829,0.1107380680226267
2011-01-25,154,0.0037588639315575085,0.024997605255429378,7.345612117715986,0.08342055960615186,-0.13727500984131552,-0.10827207762112126,0.004396436936571816
2011-01-26,144,0.0037874587182696274,0.059741085860963605,7.655193486763615,-0.031564413030129565,-0.2122927337360626,0.26831801294124535,-0.11524897703671363
2011-01-27,118,0.0037053895524996727,0.023269558824623005,7.857938153847373,0.001548883416404947,0.19116582144097635,-0.12113828439465041,0.05395164514734593
2011-01-28,115,0.002255025697951663,0.062308517440115674,7.126121404976481,-0.006973757229926434,0.2033816228809998,0.1242594175831771,0.16067680623686612
2011-01-31,143,0.004776075982520238,0.05077873303658631,7.391059855012968,0.031169914701956285,0.04825284239388678,-0.31695669404796295,-0.1284237940486672
2011-02-01,136,0.004251260220883632,0.02719074053100734,7.6101603582128625,0.03477385220336023,-0.1714950703528778,0.08233018452362546,-0.10195174645445283
2011-02-02,141,0.0032734949764012243,0.027937860024744077,7.142497837700269,-0.02742429657331448,0.10834257451667156,0.14224644282553967,-0.1462903041140438
2011-02-03,118,0.005932466573127082,0.024891174551362805,7.203293219700279,-0.1648518066204459,-0.15622005732281125,-0.15703579269760862,0.07804554538287788
2011-02-04,143,0.005458626363325866,0.05030588103767564,7.2597281963157965,-0.29085560986225945,-0.257222380914675,-0.10021852221947788,0.08712937308521743
2011-02-07,130,0.006141415506897049,0.09948411115352207,8.448973804125785,-0.11635605509966937,-0.0685713810459111,-0.08538245727982438,-0.32645813836782656
2011-02-08,132,0.0028191510050860455,0.03128044999926616,8.305437875946462,0.14153540923500302,0.2576682398168601,-0.21514128751061407,0.07168177311603148
2011-02-09,134,0.005066153912047692,0.024930848402568873,8.166141051991278,-0.13438246454835934,-0.3083226130381139,-0.034035295613350856,0.11901112477105384
2011-02-10,139,0.0038395011805040825,0.028199432589957607,7.246773953629262,-0.07807731540341112,-0.12001756025556533,-0.08733637562260356,0.2180499231014438
2011-02-11,117,0.004089174694927227,0.029685883764088983,7.141044760607191,0.10074084656785133,-0.05700428087627075,-0.10500908948336496,0.10440564517881305
2011-02-14,139,0.005077109196522051,0.0403382845290855,8.236579584711258,-0.18852461204541077,-0.3380281147671201,0.14460939457215916,-0.029493024392754093
2011-02-15,120,0.00613095609592452,0.06258385581762038,7.664701847064641,-0.2546412110806598,-0.06807196941590121,-0.038585896774590296,-0.110130385750733
2011-02-16,122,0.0037116956595497205,0.018781362345735908,7.853144234208311,0.08452317382373774,0.0840888936035657,0.07385381623673813,-0.1481196245941763
2011-02-17,107,0.006583895166978534,0.041057136633117386,7.334366322953805,-0.009243364614385376,-0.09577782146581384,-0.38432282279519037,0.08039044314198739
2011-02-18,104,0.004584531242001264,0.04824899149975537,7.897254032797151,0.08770264027932312,-0.05056997507958851,0.22154323953214125,-0.21225840306813468
2011-02-22,135,0.0034066262872858096,0.00481502033466874,7.824850371761349,0.0029578186172289902,0.09711119077066732,-0.021994012621792895,0.0021359056667277204
2011-02-23,128,0.003720632765872054,0.05850466137886101,7.904849924398105,-0.06906790936181732,-0.215661999789789,0.03275318851631396,0.299494732572049
2011-02-24,111,0.005941028072694664,0.07197423789428226,7.374129595866138,0.06942337582923243,0.05534831128440299,-0.4297882483196828,-0.013891670932176883
2011-02-25,132,0.005445388618247236,0.03435361593794406,7.599364463935927,-0.1551077122779658,-0.2300193691990477,0.03585310143886919,-0.0883086151791258
2011-02-28,114,0.002595754143661879,0.024134855534275634,8.18623402378277,0.0662094061686884,0.1731100906877858,0.0587206890876287,0.11012786930098872
2011-03-01,106,0.0029266163603687647,0.0686513151806023,9.080214134846155,-0.07788306321766349,0.24001474353123411,0.37305991827604323,-0.15563426698779909
2011-03-02,111,0.005012410145392655,0.06546061364337397,7.973893774647423,0.08853662355527431,0.18337918101866457,-0.4954972369496815,0.11082638009857196
2011-03-03,105,0.006147639581763105,0.04303571259830796,7.807543283029637,0.07971932363778317,0.09976799702896166,-0.3474187333736747,-0.12307289946331701
2011-03-04,133,0.0038780061022322264,0.032695512115484826,7.573316221144541,-0.04758217503643973,0.05026287182504871,0.15518645347311713,-0.18941677345550234
2011-03-07,132,0.0025931923255187272,0.034504194688185774,7.2772434290751065,0.0918480091969043,0.2665446832619631,-0.14307653786205604,0.10008107146624334
2011-03-08,115,0.003602165773569578,0.012847518868370766,7.359762493638155,0.018941457254548096,0.17948924864290064,-0.002549780415669623,-0.02437905340278627
2011-03-09,127,0.005492074275977311,0.013404925093858377,8.026008928842515,-0.12996289264875563,-0.11538735355337897,-0.14170505166107492,-0.007931568235026982
2011-03-10,107,0.002834109669222884,0.0475704681228144,8.664550620208605,0.13358392570463778,0.3407898369484414,-0.1468709694967916,0.06599773763001546
